,amaze movie differ regular horror movie,1
,movie horror suspense thriller movie watch,1
,thi horror movie #bollywood,1
,controversial thriller happend thi film madhvan(manohar) play awesome act thi movie😘😘😘😘😘😘😘😘😘,1
,horror tamil movie ani irritate comedie,0
,thi movie verie thrilling fearful story yaar gooddd,0
,thi horror movie bollywood,1
,suspense horror movie,0
,fantastic movie emo_pos hear surprisingly,1
,verie nice movie movie,1
,great movie nice concept mystery movie,1
,ally horror suspense crime present watch,0
,rate watch movie,0
,start hour movie run slow awesome movie,1
,horror movie /,0
,super act actor film madhavan emo_pos,1
,thriller movie bollywood,1
,movie outstanding kudos writer screenplay writer,0
,fantastic horror movie,1
,suspense horror movie scene,0
,good movie ms watch,1
,thi movie make scare anymore hollywood movie,0
,thriller movies love 😁😁,1
,suuper good movie,1
,nice movie watch,1
,,0
,nice horror movie,1
,stand thriller,1
,stand movie,0
,good thriller movie,1
,awesome movie,1
,awesome,1
,ally nice movie,1
,owsm movie oscar win movie,0
,disgust movie,0
,thi movie legit waiting part,0
,ally scary,0
,conventional horror movie,0
,im wait part,0
,true thriller expect scenes,0
,verie nice film handle superb technology touch give verie high class time () great work manishankar team danny milind soman gg dil mera eke tara beautiful song background score level perfection view thi ally master piece,1
,' quit good movie time character play vital role side watch movie bored impress act dost khan(gulshan grover) victor ',0
,december bengali nation remember deep respect love great victory honor child sacrifice acquire change dear independent bangladesh 🇧🇩🇧🇩 humble respect martyr freedom fighter ♥️♥️,1
,movie verie good lake star famous movie ally awsome,1
,good movie love spy jasoosi movie spy appliances verie welknown star bundle verie good actor act amazing word mission movie,1
,good movie indian history remember nation beat terrorist save,0
,fabulous mindblowing movie glue till end act emo_pos emo_pos emo_pos,1
,ally fantastic movie verie low publicity movie show al posit indian politicians hat,1
,birthday today perfect deat doodle & thi movie good jai hind,1
,awesome movie finest bollywood movie,1
,december independent nation bear ably aid motherlannd,0
,disaster movie thei movie / /,0
,watch couple years love itemo_pos emo_pos emo_pos,1
,finest action movie bollywood watch,1
,movie ah time verie write execute,1
,excel movie ani time,1
,economy terror mixture watch india',0
,thi movie time verie,0
,verie nice movie inspire,1
,fantastic,1
,awesome movie,1
,great work ahead time,1
,fantastic,1
,awesome movie,1
,good movie,1
,verie good moviiiiiiiiiiiiii,1
,verie nice movie,1
,google make doodle day,0
,word view excel,1
,movie verie,0
,beautiful film,1
,favorite 😊😊,1
,time favorite,1
,awsmmm movie,0
,thi movie lot,0
,google,0
,hie exampur,0
,osm movie wait part 😊,0
,evergreen movie,0
,horror movie scary part funny ' thump horror movie lover warn ' sheer scary sail part mai funny boring ' good piece watch act commend adah',0
,thi movie fantastic movie alike thi movie yr horror movie hollywood bollywood story line graphic designs good fantastic work work,1
,great movie dont ani horror movie bollywood equal dull bore horror movie bollywood waste storyline thi perfect,1
,thi fantastic movie music starcast verry nice rajneesh duggal verry charm,0
,thi ample horror movie hat vikram bhatt sir story good fresh act good script strong direct nice,1
,time favourite movie mine perfect thi movie star cast perfect short incredible,1
,verie good storyline ' horror movie opinion,1
,' horror nice love horror movies,1
,bollywood movies ada sharma grt justice role,0
,kid watch time favourite movie,1
,bollywood horor movie thi movie great story dare watch,1
,word movie fabulous bollywood horror movie,1
,undoubtably horror movie till deat bollywood story amaze,1
,awesome movie life,1
,song vaada tumse hain vaada husband wife relationship beautiful,1
,abhishek watch ' meet life,0
,time favorite film nice horror movie,1
,horror movie bollywood,1
,thi movie verie nice simple,1
,greatest horror movie bollywood,1
,thi haunt movie thi film,0
,thi movie year al story occur thi year,0
,nice movie love horror,1
,movie,0
,thi movie love lisa arjun,1
,nice move ' thi move,1
,nice movie watch,1
,horror movie,0
,indian horror,0
,thi movie awesome,1
,love thi movie,1
,great thi movie,1
,lovly movie,0
,awesome movie superb act,1
,verie good song,1
,verie nice film sequence,1
,perfect forever,1
,favorite movie,1
,india' number horror movie ally thi movie,0
,nice picture ✌️,1
,hanuman chalisa exorcise demons,0
,osssm movie wooooooow,1
,nice watch verie horror movie,1
,part fevorate movie,0
,ghost beautiful,1
,super horror film,1
,thi horror movie world,0
,thi movie verie,0
,' live thi film,0
,horror part ily rise,0
,hail movie,0
,incredible move ' horrify,0
,💧 💧emo_pos 💧,1
,horror fever,0
,verie haunt,0
,,0
,interest part thi movie aftab shivdani' act surprisingly good cast aftab tia bajpai sharad kelkar review genra possess love triangle tia bajpai' act ally good half slow bad thrill moments scary moments good song half conclusion evil turn bad time watch becoz half interest moments,0
,horror movie tia bajpai favorite actress thi movie found al love horrible beautiful story film outstanding,1
,plot extreme weak cringe worthy feel origin scary cheap rip origin movie feel thi movie write direct immature grader,0
,good story regular coustomer horror movie sail watch thi movie lover horror movie song good amazing story,1
,word awesome full package movie great stroy line dialogues song incredible love 🤘,1
,plot verie strong full loophole & discrepancies verie scary good timepass,0
,thi great horror movie tail bajpai madam awesome great act song beautiful,1
,love thi song ' member girlfriend nature dream,1
,awesome movie song good & tia bajpai ki act aachi thi,1
,hope ` pretty good gonna watch,1
,love thi film specially queen beautiful emo_pos 😘🤗,1
,good plot talent actor actress love song good direction,1
,verie romantic horror story passion,1
,bollwood,1
,good verie interest movie horror movie emo_pos emo_pos emo_pos,1
,good awesome,1
,verie horror full enjoy,1
,awesome movie awesome song,1
,nice story rise evil scary,0
,nice movie song verie nice emo_pos emo_pos emo_pos,1
,good story & music awesome,1
,part series,0
,verie good thriller film,1
,movie average song awesome,1
,love movie verie danger horror hd,0
,amaze adore,1
,verie good move tiya act,1
,verie nice horror movie,1
,thi horror film video,0
,nice movie,1
,nice movie,1
,debate creative film maker,1
,verie nice movie,1
,song awesome,1
,nice horror turn,1
,wail plot good entertaining,1
,bogus movie complete,0
,nice horror movie,1
,ol huh emo_pos,1
,verie danger film,0
,verie nice story,1
,' verie danger movie love,0
,' dull movie,0
,thi movie,0
,💧excellent 💧emo_pos 💧,1
,show tv,0
,summarise single line 've spend hour reading book watch movie movie definite follow book direct movie vague pivot scene entire delete import drastic diminish ( scene krish final accept ananya' father mother) person fan chetan bhagat' write skills fall love story book movie disappointed direct bad verie vague pivot scene deleted lot time edit movie disappoints song chandaniya peppy beat play saddest scene movie ananya break krish lot scene depict trailer song lease online movie add misery arjun kapoor pretty express film bore constipated hie extreme muscular place studious iit iim nerd alia bhatt perfectly adapt thi role tad young iim graduated play role ananya swaminathan pretty mai criticise thi movie lot worth single watch song movie ally good peppy upbeat ally catchy shankar ehsaan loy ally music thi time,0
,thi movie favorite movie "love trap religion boundary "movie give thi message allia arjun act justice hie character tempera allia bhatt select movies thi movie mixture love attraction sentiments feelings emotions termination dedication family thi movie show religion tradition custom differ religion song melodious song sing benny dayal good direct abhishek verman effect work hie tire tebe,1
,love thi movie favorite arjun kapoor alia bhatt lot choice role movies story line arjun kapoor punjabi alia tamilian thei study college friend friendship convert love convince parent final married chetan bhagat state excel book rate thi /,1
,amaze movie actor act good special arjun kapoors improve hie act lot arjun kapoor select good movie days thei give good message couple belong differ state south indian family lead simple lifestyle bengalis punjabis show lot marwaris nice movie storyline direct nice song al good,1
,thi movie perfect indian love story india family society import true love story relationship success differ culture caste act alia bhatt arjun kapoor absolute realistic songs situate perfect song amazing movie favourite movie,1
,actual thi movie verie late sed movie bollywood audience criticise bollywood good story thi movie show potential bollywood emote father son top notch alia bhatt rock actress hatsoff tire movie cast crew,1
,nice movie story person differ state fall love thei convince parent accept love finally movie full entertain make stand love boundary grow odds,1
,watch time watch thi film thi alia bhatt ani reason search ' find answer lot love soumya gorgeous alia bhatt favourite,1
,god hv watch thi movie time dont mind watch veerryyy beautifully make movie character play soo nicely ally irresistible kind movie thi movie serve starrer rating good emo_pos emo_pos emo_pos emo_pos,1
,thi movie perfect indain love story india family society import true love story relationship success differ culture caste dilogue dilevery act alia bhatt arjun kapoor absolute realistic songs situate perfect song definite blow mind watch movie favourite ❤,1
,excel movie watch movie love love stories favorite movie reasons: arjun kapooremo_pos movie lease birthday,1
,arjun kapoor alia bhatt cite thing happen industry association good facile nation movie film handsome man strong good verie happy romance alia bhatt verie good movie handsome young man strong handsome great movie nice directusons industry capacity,1
,good movie emphasis culture differences show problem face youth inter cast marriage verie good acting memory characters [ watch love give good idea convince parents 😋],1
,ally love main character marvel job thumb producer director script writer &,0
,act alia bhatt play amrita singh ronit roy actor act include arjun kapoor average movie conceal import facts ad / read book,0
,refresh love story great act alia bhat good theme depict commonly occur situate days great music,1
,thi movie perfect indain love story india family society import true love story relationship success differ culture caste dilogue dilevery act alia bhatt arjun kapoor absolute realistic songs situate perfect song definite blow mind watch movie favourite,1
,good time pass concept love true cast object slow comedie nice entertainment,0
,verie nice movie storyline differ movie lease nowadays nice movie joie,1
,storyline good movie watchable alia bhatt' costume manish malhotra drool,1
,tamilnadu watch mve tear automate climax 😆 love thz mve tamil matter love ❤,0
,thei fine love fomality girl hundereds movie bollywood hollywood thi star story,1
,ding thi movie give goosebumps favorite movie watch bored,0
,amaze movie beatiful couple nice story line act beautifully cource alia bhatt beauty,1
,movie single sentence: "agar suddenly eke saath sab kuch theek ho jay toh life bahot bore ho jaye" translation: " sudden alright life verie boring ",0
,love thi movie roni roi vikram malhotra nail character,1
,joie act storyline import love marriage begin loves,1
,thi movie emote world deeply involve watch feel,0
,' amaze movie joie feel scene connect arjun alia make,1
,supprb movie character play verie filim good song love totaly,1
,thi movie show typical indian family drama culture india movie show love tension bond family,0
,thi move story verie verie nice story favorite movie favorite hiro hiroyin love thi story move",1
,story fall love break barrusers culture state make family realize "love trust '' barriers/restrictions",0
,good movie love pure clean family culture dad son hiccups alia omg beauty,1
,alia didnt suit tamil girl arjun act awesome watch time,1
,nice movie good act arjun kapoor alia bhatt,1
,arjun kapoor emo_pos emo_pos movie emo_pos 💯,1
,good indian teenage fer run home marry parent' permission,0
,romance theme movie make bollywood emo_pos,1
,sucess movie make charecters brilliant charecterisation,1
,awesome journey love marriage splendid job,1
,' verie good movie love 😁,1
,worst movie industry expect chetan bhagat,0
,sit watch hour watch person mock tamil culture thi chennai express,0
,great movie definite watch kill time,0
,heart touch movie watch movie,0
,great movie commend,1
,watch till times love thi movie amrita singh,0
,good verie heart touch,1
,verie good movie give billusons thousand sstar thi movie,1
,verie nice collect ply arjun&nice pofom nice movie,1
,love story line acting music times,1
,movie import respect culture give equal statu inspite conscious superior,1
,beautiful movie watchi commend movie lover,1
,thi movie perfect combine love community,1
,love story movie made watch ❤,0
,time watchable movie ad watch movie interest movie,0
,feel good movie love thi movie forever😘,1
,verie soul movie loved dad son bond,1
,adapt chetan bhagats,0
,amaze movie acter aa act verie nice,1
,awesome movie ally thi movie,1
,ammazing movie love story,1
,nice movie watch time,1
,love thei lot :),1
,movie theatre impress movie,1
,lot trouble face true love win,0
,movie 💓 touch emotions,0
,love chemistry good,1
,thi movie fiction ' watch thi becoz itz belong subject,0
,movie world emo_pos emo_pos emo_pos emo_pos emo_pos guy pleas watch,1
,nice kapoor verie differ spects,0
,good alia toooooo hottttt,1
,verie great good,1
,awesome movie favorite movie,1
,excel movie,1
,verie good movie watch,1
,love movie song,1
,worst movie time,0
,fabulous movie,1
,beautiful movie,1
,ally love thi movie,1
,thi highest rate movie arjun kapoor (imdb) congo,0
,good movie,1
,love story accord make sense break stereotypes,0
,nice story,1
,nice movie,1
,verie good movie,1
,state flim kay nice video,1
,thi funny romantic movie,1
,' story indian verse culture language,0
,good morning,1
,heart touch movie,0
,love thi film,1
,wonderful ☺,1
,osssum jus love vt thi movie,1
,love movie ❤,1
,love alia bhatt 💖💖💖💖,1
,super movie,1
,verie nice movie,1
,ally thi indian emo_pos emo_pos movie,1
,good movie,1
,alia action arjun action 👐emo_pos 👎,1
,thi film fav film,1
,love movie,1
,watch alia bhatt❤emo_pos,1
,thi movie great story,1
,bad bad,0
,good,1
,donot,0
,watch,0
,whr ananya,0
,alia bhatt flop actress,0
,good movie great legend bhagat singh ’ve give thi movie star character sukhdev rajguru footage movie bhagat singh’ struggle incomplete characters thi movie show bhagat singh incarceration hie hunger strike influence public biggest flaw thi movie chandrashekar ed movie police office shoot chandrashekhar al shoot polite rally polustics nehru gandhi’ stance bhagat singh’ ideology show show legend bhagat finally legend bhagat singh winner shaheed rate thi movie /,0
,watch thi movie independence base movie beautiful song full energy emote watch thi movie salute al hero,1
,bhagat singh movie forever bobby ol play bhagat singh role sunny ol play chandrasekhar azad movie nice movie thi movie member ' period time lahore india' situate,0
,great movie role character fabulous stop tear moment thi movie jai hind jai bharat,1
,awesome movie lot bhagat singh & hie ideologies make thi movie,1
,role play actors feel smth nation,0
,thi movie ani movie base bhagat singh reason:songs location shooting,0
,memory freedom fighter thi fight britishers jai hind,1
,forget memory freedom fighter bhagatshigh sukhdev rajguru,1
,love thi proud bhagat singh sukhdev rajguru,1
,memory freedom fighter thi fight britishers,1
,awesome mind blow song listen thi song full energetic,1
,thi favourite movie legend bharat singh,1
,thi movie bollywood,1
,thi awesome movie,1
,awsm movie verie verie interest,0
,jai hind proud indian citizen,1
,proud indian⛿⛿,1
,thi verie power movie,0
,great movie,1
,jai hind movie,0
,good movie,1
,proud freedom fighter,1
,nice movie,1
,song verie nice,1
,thi super movie deshbhakti,1
,salute bhagat singh forget,0
,ajay devgan bhagat singh,0
,thi deat memory,0
,jai hind thei al hero',1
,forget,0
,love india,1
,rial hero,1
,deshbhagti movie,0
,love india,1
,jai hind,0
,idiots incident plan watch idiots idiot (including met accident nearby theatre) mazaa masti romance tragedy humour wholesale masala genius aamir saab & wise raju sir raju fantastic director hie express method story humour ally stand ordinary masterpiece observe pk favour message msgs lie ' base ednl system chetanjee point aamirkhan sail similar thi pressurise student opt ur choice give choose edn career destination attention parent teachers wrong decision mai lead harm physically mental ur child ' verie mandatory lesson idiot teach thi impt msg life parent force study art (intermediation) economy hon (graduation) promise dream edn parent advice blindly mediate commerce graduate english hons foundation smash result art collapse eco hon (disliking subject) aggregate mark hons ( hons) effort time wend eco verie time save fvt language literature parent sail mba answer undoubtedly time realise promise dream edn today 've build career formal higher edn certificate valueless 've writer poet social activist astrologist palmist psychologist spiritualist huge aamirian origin track atall promise anymore 've firmly mindset similarly parent punish homework study properly critic childhood arrange atmosphere base school outlookless thei educe doctor economist 've love extra hope optimist nature mai spoil career mental growth ur child person experience love smile mix realise student' brain intimate friend lovely ' vast thing atleast days zindagi jeene kay maxad mukamal ho gaya appeal human watch atleast life ( mr passionate aamirsir' gift idiots) watch time till deat memory dialogues've store brain forever cinematography visual quality nice watch screen eyethrilling mindblowing spot shimla ladakh music touch special "aal izz " person 've time rancho trouble circumstances function amazingly courage supplier fight issues rancho study pleasure satisfaction knowledge build machusnes achieve degree certify job monei life style " run success success 'll run automate " thi quote rancho chatur rancho invent power invert utilise car batterie favour condition labour pain engine deliver smartly practice knowledge greater book knowledge & rancho biru " astronaut pencil space " ultimately prize pen teacher wend rancho' pocket picture mind pure friendship bond sire 'nt ani rancho farhan raju study days unfulfillment rancho character similar aamirsir wail al aamirkhan sir touch livingly college boil role love respect "aamirkhan sir" largely ' enjoy luck love 💋🖎,0
,idiot good ample student ratta film begin threesome idiot city' elite engine college trust mandatory rag session enunciate leader gang : entrant baba rancchoddas hie friend fondly call rancho lead hie friend maze india' competitive high pressure rote heavy illogical cruel educe system tutor sever life mantra run excellence success question blindly accept givens invent experimenting lieu copy cramming essentially follow heart' call make difference threesome embroiled time confront authority present domineer figure viru sahastrabuddhe (boman irani) smile principal venerate cuckoo bird' life begin murder kill competition place top princi poor princi petit effete model student chatur (omi) duh al life conformists (rancho rocket singh ) care tuppence top eventual winners importantly thei high iq (intelligence quotient) eq (emotional quotient) lose human social network skills high point film fact rector rajkumar hirani sail lose hie sense humour sheer light film laugh riot spite high fundas sequence roll aisle rag sequence omi' chamatkar/balatkar speech threesome' wed crasher sequence mourn meal raju' mourn mum rancho' sundry mo prove kareena choose wrong guy add strong emote film make gentle tugs guts perfect score hirani carry forward hie simplistic `humanism works' philosophy lage raho munnabhai series idiot make warm vivacious signature tune half film falter parts special child birth sequence long film jump back track performances aamir khan stupendous rule breaker rancho st cast main shadows sharman madhavan manage carve independent character lovable rebel kareena shine spite minuscule length role special mention boman irani impeccable `virus' vile principal newcomer omi perfectly slip stereotype albeit bakwas student shantanu moitra' music score mai sound pheeka audio version alive screen lyricist swanand kirkire give india clarion call : aal izz rush,0
,idiot educe system pressure student choose hie destine hie satire wail bring flaw parallel love angle rancho pia (kareena) situations/characters semblance inspire " point " blockbuster pen chetan bhagat humour emote quotients amalgam proportion full credit raju film offer lot quality rib tickling moment mission point offer twist total blue hook movie thi feel good comic caper lead culmination prise element climax brilliantly weave hirani technically rock astound visual arrest cinematography aerial shot shimla ladakh pleasant treat eyes edit good song visualizatusons cool music good place flow narration coming performances convince portrayals aamir khan al showman bollywood steal show stellar portray hie performances hie mannerussms college student genuine consummate madhavan sharman add commend performances kareena part supporting boman irani eccentric head institute good,1
,sweet verie fantastic movies entertainment meng tip class doubt young student inspired impress carry "rancho" character raju darshan sing link remember book defusnitions thei kind defusnitions write rancho st rank varsity thei simple defusnitions "pant ki zip" book definitions wild life photography: thei ani degree avail photography graduate live degree holder thei corporate recruit campus student / ani class quotas sport certificates thei road degree holder top class innovative search organization place sign deal chatur' pany worth million dollar year span hardwork involved sacrifice made thi message missing hurry kid learn ( thei ) movie ' half bake truth guide hard work message eliminate place entertainment unchecked boxhelpful • person found thi helpful,0
,entertain meng tip class doubt young student inspired impress carry "rancho" character raju darshan sing link remember book defusnitions thei kind defusnitions write rancho st rank varsity thei simple defusnitions "pant ki zip" book definitions wild life photography: thei ani degree avail photography graduate live degree holder thei corporate recruit campus student / ani class quotas sport certificates thei road degree holder top class innovative search organization place sign deal chatur' pany worth million dollar year span hardwork involved sacrifice made thi message missing hurry kid learn ( thei ) movie ' half bake truth guide hard work message eliminate place entertainment,0
,thi movie review awesome creative mind boggling provoking funny emote movie thi element movie wanna forget st life evergreen comedie movie strong acting memory characters provoke scenes brilliant storyline importantly highly motive movie choose path life thi movie person favourite movie ani hollywood film close feel thi movie generates brilliantly thi movie blend awesome element create cinematic masterpiece,1
,love thi movie lot time favorite watch thi movie ten times story line relate educe mug thing stand concept learn love actor special amir khan kareena kapoor lucky day show idiot delhi title thi post sail rate amir khan ( obvious verie bollywood give lot credit rector rajkumar hirani rank top bollywood / movie ample classic film making brilliant highly entertaining,1
,love thi movie thi movie inspirational study mark point gain knowledge choose career intrested love character rancho potrayed amir khan hie character inspire optimist tough times hie focus good nature box verie inovative love path choose therefor excel hie field learn hie quality success path chose,1
,thi crafted fun filled mysterious manhunt story vinod chopra idiot verie rich talent kid ranchod da rancho fascinate engine join engine college eventually end roommate student differ context life explore life engine fun filled wail follow passusons rancho' inspite plicate situations part bid farewell till year roomates rancho set find sing convocation day find rancho amuse hell note:: ' gret ( find good movie thi ),1
,amaze movie actor act al good special boman iranis virus role play act nature wail good dialogue motive thei give true message study mark ani job quality ' mental illetaret al life cent student comment sucide due pressure education country educe system develop ' hate studies nice movie,0
,forget dialouge thi movie till breath film ally justify condition student india perfect combine love friendship innovative student practice verie verie motive movie hv salute genius cinema amir khan & raju hirani & vidhu vinod chopra idiot forgettable cult movie milestone pose educe system deliver great message society masterpiece,1
,movie make bollywood honest effort show drawback shortcomusngs call educe system present friendship song story word liter word awsome movie watch yr choose ani movie,1
,movie total base al situate student face single step hie student life show talent intelegency break hard work single real scene learn man choose hie mental pressure simply stand movie,0
,favourite movie time watch thi life comic time characters god make laugh hysterically film wild ride emotions laugh smile cry rancho farhan raju end part gang forever friend,0
," idiot " verie motive movie thi movie reveal al truth student condition thi sad al truth day student study mark ' stand study mark purpose gain knowledge actual ' verie nice movie actor play role verie nature student parent watch thi movie student pressure study concept movie verie nice praise writer rector make thi film,0
,movie watched thi movie lease stand movie ' realize movie great teach lesson mug stand cozy result future friendship movie ' diamond bollywood industry love watch idiot sunday give tv make watch liter looveeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee idiots 💜💜💜💜💜💜💜💜,1
,thi movie bolywood till watch times moment thi movie worth watching movie verie motive youngster lesson parent create pressure child regard career decisions person love thi movie suggest son ani ag watch,1
,awesome watch movie student parents love stop make laugh time watch good job team suggestion pleas make part idiots rancho pia married friend stay touch agreement chatoor rancho pleas thi wait movie,0
,movie engine college training start thi posit industry practical knowledge machine differ type file attach goal perfect role action greatest strength health handsome man thing film handsome young man strong good thing question regard directusons,1
,bani kaur study class ally verie good give moral verie attractive good funny movie child good study learn improve thi movie chatur work verie hard enjoy hie life dear children study play,1
,' heartwarming full quote guide person life show strong bond friendship true love dies love respect family aamir khan handsome support power cast product team movie timeless,1
,thi movie verie inspire students amir khan tebe great learn: study study study opinion choose passion dear students ally thi movie free advice watch thi movie,0
,friend firstly love thing learn movie make learn thing interested thing excel topmost success achieve ani aspect gret make bcz ' passion ' lifetime favourite movie,1
,love angle rancho pia (kareena) osm situations/characters semblance " point " chetan bhagat humour emote quotients amalgam proportion full credit raju film offer lot quality rib tickling moment good movie,1
,thi indian movie educe system india thi movie verie amazing watch thi movie love aamir khan awesome cast members rajkumar hirani amaze work director ratusngs :,1
,thi movie fantastic thi movie give moral parent parent future thei give moral insect book read word book good knowledge ally happen thi movie,1
,favorite movie time mechanical engine student learn thi movie thi amaze movie rector produce writer aamir khan mr perfect act sir amaze fan,1
,great film thi film time film al life student life study stand concept show bond friend differ destusnations friend hurt feel ally joie thi film,0
,idiot exception amazing movie cinema watch movie ages teenage watch thi movie amir khan sharman joshi madhvaan boman irani kareena kapoor great cast perfect watch family movie,0
,movie change make realize ally give al friendship thi movie show live life amazing magnificent freak entertaining damn emotional movie movie idiots movie movie mai perfect thi idiots biggest achieve childhood watch thi movie times,0
,' hilarious movie watch television aamir khan play ani role ease thi age convince pass college student dialogue repeat person thei classics,1
,thi favourite movie thi movie time year ago thi movie time time feel bored character thi movie verie good virus (boman irani) ranchor da (aamir khan) character favour thi movie movie leave lot messages watch movie,0
,thi awesome movie sail watch time watch fall love thi movie import friend life thei enhance potential,1
,idiot son talent passion grades grades life judge mark 've board trance exams side box humorous enjoy send strive achieve goal life "success key piche maat bhago kabil bano kamiyabhi zhaak maar key piche aayegi",1
,thi revolutionary movie change person mindset life fantastic wail teach thing special forget influence lot benchmark set path break heart captive movie thi legendary masterpiece teach life thi movie kind film forget 🙏🙏🙏🙏emo_pos,1
,"life race: ' fast 'll trampled " idiot put limelight dogmatic system competitive educe system inhumaneness drastic shortcomusngs importantly repercussions idiot convey power message valuable friend thei push ache highest potential ' movie worth remembering,0
,idiot give good view educe system india bring folly verie concept rote (ratta) learn bury al talent justice change make accord student student mould accord system kill talent student mould groom talent individually thei flourish becomeprosperous,1
,movie amir khan' life highly inspire make auduence laugh minute scene goid chemistry mr perfect kareena kappor reccomend moviegeor watch mobie time life,0
,thi super movie indian cinema change lot thing start trend years thi favourite student life star cast story climax suspense comedy drama actual amaze thi movie,1
,view add side watch thi movie rs feel ticket price atleast waste monei stupid movie idoits gem movie favorite movie till,1
,movie produce indian cinematography full comedy drama realism sense thi movie fine aamir khan mr perfectionist great job director ' crewemo_pos emo_pos,1
,thi great movie inspire study ' make carrier fun verie import study humble quest child adult pleas watch thi watch thi movie ' sail good film,0
